0,3915776
1,3915776
2,3915776
3,3915776
4,3915776
5,3915776
6,3915776
7,3915776
8,3915776
9,3915776
10,3915776
11,3915776
12,3915776
13,3915776
14,3915776
15,3915776
16,3915776
17,3915776
18,3915776
19,3915776
20,3915776
21,3915776
22,3915776
23,3915776
24,3915776
25,3915776
26,3915776
27,3915776
28,3915776
29,3915776
30,3915776
31,3915776
32,3915776
33,3915776
34,3915776
35,3915776
36,3915776
37,3915776
38,3915776
39,3915776
40,3915776
41,3915776
42,3915776
43,3915776
44,3915776
45,3915776
46,3915776
47,3915776
48,3915776
49,3915776
50,3915776
51,3915776
52,3915776
53,3915776
54,3915776
55,3915776
56,3915776
57,3915776
58,3915776
59,3915776
60,3915776
61,3915776
62,3915776
63,3915776
64,3915776
65,3915776
66,3915776
67,3915776
68,3915776
69,3915776
70,3915776
71,3915776
72,3915776
73,3915776
74,3915776
75,3915776
76,3915776
77,3915776
78,3915776
79,3923968
80,3923968
81,3923968
82,3923968
83,3923968
84,3923968
85,3923968
86,3923968
87,3923968
88,3923968
89,3923968
90,3923968
91,3923968
92,3923968
93,3923968
94,3923968
95,3923968
96,3923968
97,3923968
98,3923968
99,3923968
100,3923968
101,3923968
102,3923968
103,3923968
104,3923968
105,3923968
106,3923968
107,3923968
108,3923968
109,3923968
110,3923968
111,3923968
112,3923968
113,3923968
114,3923968
115,3923968
116,3923968
117,3923968
118,3923968
119,3923968
120,3923968
121,3923968
122,3923968
123,3923968
124,3923968
125,3923968
126,3923968
127,3923968
128,3923968
129,3923968
130,3923968
131,3923968
132,3923968
133,3923968
134,3923968
135,3923968
136,3923968
137,3923968
138,3923968
139,3923968
140,3923968
141,3923968
142,3923968
143,3923968
144,3923968
145,3923968
146,3923968
147,3923968
148,3923968
149,3923968
150,3923968
151,3923968
152,3923968
153,3923968
154,3923968
155,3923968
156,3923968
157,3923968
158,3923968
159,3923968
160,3923968
161,3932160
162,3932160
163,3932160
164,3932160
165,3932160
166,3932160
167,3932160
168,3932160
169,3932160
170,3932160
171,3932160
172,3932160
173,3932160
174,3932160
175,3932160
176,3932160
177,3932160
178,3932160
179,3932160
180,3932160
181,3932160
182,3932160
183,3932160
184,3932160
185,3932160
186,3932160
187,3932160
188,3932160
189,3932160
190,3932160
191,3932160
192,3932160
193,3932160
194,3932160
195,3932160
196,3932160
197,3932160
198,3932160
199,3932160
200,3932160
201,3932160
202,3932160
203,3932160
204,3932160
205,3932160
206,3932160
207,3932160
208,3932160
209,3932160
210,3932160
211,3932160
212,3932160
213,3932160
214,3932160
215,3932160
216,3932160
217,3932160
218,3932160
219,3932160
220,3932160
221,3932160
222,3932160
223,3932160
224,3932160
225,3932160
226,3932160
227,3932160
228,3932160
229,3932160
230,3932160
231,3932160
232,3932160
233,3932160
234,3932160
235,3932160
236,3932160
237,3932160
238,3932160
239,3932160
240,3932160
241,3932160
242,3932160
243,3940352
244,3940352
245,3940352
246,3940352
247,3940352
248,3940352
249,3940352
250,3940352
251,3940352
252,3940352
253,3940352
254,3940352
255,3940352
256,3940352
257,3940352
258,3940352
259,3940352
260,3940352
261,3940352
262,3940352
263,3940352
264,3940352
265,3940352
266,3940352
267,3940352
268,3940352
269,3940352
270,3940352
271,3940352
272,3940352
273,3940352
274,3940352
275,3940352
276,3940352
277,3940352
278,3940352
279,3940352
280,3940352
281,3940352
282,3940352
283,3940352
284,3940352
285,3940352
286,3940352
287,3940352
288,3940352
289,3940352
290,3940352
291,3940352
292,3940352
293,3940352
294,3940352
295,3940352
296,3940352
297,3940352
298,3940352
299,3940352
