0,3694592
1,3887104
2,3887104
3,3887104
4,3887104
5,3887104
6,3887104
7,3887104
8,3887104
9,3887104
10,3887104
11,3887104
12,3887104
13,3887104
14,3887104
15,3887104
16,3887104
17,3887104
18,3887104
19,3887104
20,3887104
21,3887104
22,3887104
23,3887104
24,3887104
25,3887104
26,3887104
27,3887104
28,3887104
29,3887104
30,3887104
31,3887104
32,3887104
33,3887104
34,3887104
35,3887104
36,3887104
37,3887104
38,3887104
39,3887104
40,3887104
41,3887104
42,3887104
43,3887104
44,3887104
45,3887104
46,3887104
47,3887104
48,3887104
49,3887104
50,3887104
51,3887104
52,3887104
53,3887104
54,3887104
55,3887104
56,3887104
57,3887104
58,3887104
59,3887104
60,3887104
61,3887104
62,3887104
63,3887104
64,3887104
65,3887104
66,3887104
67,3887104
68,3887104
69,3887104
70,3887104
71,3887104
72,3887104
73,3887104
74,3887104
75,3887104
76,3887104
77,3887104
78,3887104
79,3887104
80,3887104
81,3887104
82,3887104
83,3887104
84,3887104
85,3887104
86,3887104
87,3887104
88,3887104
89,3887104
90,3887104
91,3887104
92,3887104
93,3887104
94,3891200
95,3891200
96,3891200
97,3891200
98,3891200
99,3891200
100,3891200
101,3891200
102,3891200
103,3891200
104,3891200
105,3891200
106,3891200
107,3891200
108,3891200
109,3891200
110,3891200
111,3891200
112,3891200
113,3891200
114,3891200
115,3891200
116,3891200
117,3891200
118,3891200
119,3891200
120,3891200
121,3891200
122,3891200
123,3891200
124,3891200
125,3891200
126,3891200
127,3891200
128,3891200
129,3891200
130,3891200
131,3891200
132,3891200
133,3891200
134,3891200
135,3891200
136,3891200
137,3891200
138,3891200
139,3891200
140,3891200
141,3891200
142,3891200
143,3891200
144,3891200
145,3891200
146,3891200
147,3891200
148,3891200
149,3891200
150,3891200
151,3891200
152,3891200
153,3891200
154,3891200
155,3891200
156,3891200
157,3891200
158,3891200
159,3891200
160,3891200
161,3891200
162,3891200
163,3891200
164,3891200
165,3891200
166,3891200
167,3891200
168,3891200
169,3891200
170,3891200
171,3891200
172,3891200
173,3891200
174,3891200
175,3891200
176,3891200
177,3891200
178,3891200
179,3891200
180,3891200
181,3891200
182,3891200
183,3891200
184,3891200
185,3891200
186,3891200
187,3891200
188,3891200
189,3891200
190,3891200
191,3891200
192,3891200
193,3891200
194,3891200
195,3891200
196,3891200
197,3891200
198,3891200
199,3891200
200,3891200
201,3891200
202,3891200
203,3891200
204,3891200
205,3891200
206,3891200
207,3891200
208,3891200
209,3891200
210,3891200
211,3891200
212,3891200
213,3891200
214,3891200
215,3891200
216,3891200
217,3891200
218,3891200
219,3891200
220,3891200
221,3891200
222,3891200
223,3891200
224,3891200
225,3891200
226,3891200
227,3891200
228,3891200
229,3891200
230,3891200
231,3891200
232,3891200
233,3891200
234,3891200
235,3891200
236,3891200
237,3891200
238,3891200
239,3891200
240,3891200
241,3891200
242,3891200
243,3891200
244,3891200
245,3891200
246,3891200
247,3891200
248,3891200
249,3891200
250,3891200
251,3891200
252,3891200
253,3891200
254,3891200
255,3891200
256,3891200
257,3891200
258,3891200
259,3891200
260,3891200
261,3891200
262,3891200
263,3891200
264,3891200
265,3891200
266,3891200
267,3891200
268,3891200
269,3891200
270,3891200
271,3891200
272,3891200
273,3891200
274,3891200
275,3891200
276,3891200
277,3891200
278,3891200
279,3891200
280,3891200
281,3891200
282,3891200
283,3891200
284,3891200
285,3891200
286,3891200
287,3891200
288,3891200
289,3891200
290,3891200
291,3891200
292,3891200
293,3891200
294,3891200
295,3891200
296,3891200
297,3891200
298,3891200
299,3891200
300,3891200
301,3891200
302,3891200
303,3891200
304,3891200
305,3891200
306,3891200
307,3891200
308,3891200
309,3891200
310,3891200
311,3891200
312,3891200
313,3891200
314,3891200
315,3891200
316,3891200
317,3891200
318,3891200
319,3891200
320,3891200
321,3891200
322,3891200
323,3891200
324,3891200
325,3891200
326,3891200
327,3891200
328,3891200
329,3891200
330,3891200
331,3891200
332,3891200
333,3891200
334,3891200
335,3891200
336,3891200
337,3891200
338,3891200
339,3891200
340,3891200
341,3891200
342,3891200
343,3891200
344,3891200
345,3891200
346,3891200
347,3891200
348,3891200
349,3891200
350,3891200
351,3891200
352,3891200
353,3891200
354,3891200
355,3891200
356,3891200
357,3891200
358,3891200
359,3891200
360,3891200
361,3891200
362,3891200
363,3891200
364,3891200
365,3891200
366,3891200
367,3891200
368,3891200
369,3891200
370,3891200
371,3891200
372,3891200
373,3891200
374,3891200
375,3891200
376,3891200
377,3891200
378,3891200
379,3891200
380,3891200
381,3891200
382,3891200
383,3891200
384,3891200
385,3891200
386,3891200
387,3891200
388,3891200
389,3891200
390,3891200
391,3891200
392,3891200
393,3891200
394,3891200
395,3891200
396,3891200
397,3891200
398,3891200
399,3891200
400,3891200
401,3891200
402,3891200
403,3891200
404,3891200
405,3891200
406,3891200
407,3891200
408,3891200
409,3891200
410,3891200
411,3891200
412,3891200
413,3891200
414,3891200
415,3891200
416,3891200
417,3891200
418,3891200
419,3891200
420,3891200
421,3891200
422,3891200
423,3891200
424,3891200
425,3891200
426,3891200
427,3891200
428,3891200
429,3891200
430,3891200
431,3891200
432,3891200
433,3891200
434,3891200
435,3891200
436,3891200
437,3891200
438,3891200
439,3891200
440,3891200
441,3891200
442,3891200
443,3891200
444,3891200
445,3891200
446,3891200
447,3891200
448,3891200
449,3891200
450,3891200
451,3891200
452,3891200
453,3891200
454,3891200
455,3891200
456,3891200
457,3891200
458,3891200
459,3891200
460,3891200
461,3891200
462,3891200
463,3891200
464,3891200
465,3891200
466,3891200
467,3891200
468,3891200
469,3891200
470,3891200
471,3891200
472,3891200
473,3891200
474,3891200
475,3891200
476,3891200
477,3891200
478,3891200
479,3891200
480,3891200
481,3891200
482,3891200
483,3891200
484,3891200
485,3891200
486,3891200
487,3891200
488,3891200
489,3891200
490,3891200
491,3891200
492,3891200
493,3891200
494,3891200
495,3891200
496,3891200
497,3891200
498,3891200
499,3891200
500,3891200
501,3891200
502,3891200
503,3891200
504,3891200
505,3891200
506,3891200
507,3891200
508,3891200
509,3891200
510,3891200
511,3891200
512,3891200
513,3891200
514,3891200
515,3891200
516,3891200
517,3891200
518,3891200
519,3891200
520,3891200
521,3891200
522,3891200
523,3891200
524,3891200
525,3891200
526,3891200
527,3891200
528,3891200
529,3891200
530,3891200
531,3891200
532,3891200
533,3891200
534,3891200
535,3891200
536,3891200
537,3891200
538,3891200
539,3891200
540,3891200
541,3891200
542,3891200
543,3891200
544,3891200
545,3891200
546,3891200
547,3891200
548,3891200
549,3891200
550,3891200
551,3891200
552,3891200
553,3891200
554,3891200
555,3891200
556,3891200
557,3891200
558,3891200
559,3891200
560,3891200
561,3891200
562,3891200
563,3891200
564,3891200
565,3891200
566,3891200
567,3891200
568,3891200
569,3891200
570,3891200
571,3891200
572,3891200
573,3891200
574,3891200
575,3891200
576,3891200
577,3891200
578,3891200
579,3891200
580,3891200
581,3891200
582,3891200
583,3891200
584,3891200
585,3891200
586,3891200
587,3891200
588,3891200
589,3891200
590,3891200
591,3891200
592,3891200
593,3891200
594,3891200
595,3891200
596,3891200
597,3891200
598,3891200
599,3891200
600,3891200
601,3891200
602,3891200
603,3891200
604,3891200
605,3891200
606,3891200
607,3891200
608,3891200
609,3891200
610,3891200
611,3891200
612,3891200
613,3891200
614,3891200
615,3891200
616,3891200
617,3891200
618,3891200
619,3891200
620,3891200
621,3891200
622,3891200
623,3891200
624,3891200
625,3891200
626,3891200
627,3891200
628,3891200
629,3891200
630,3891200
631,3891200
632,3891200
633,3891200
634,3891200
635,3891200
636,3891200
637,3891200
638,3891200
639,3891200
640,3891200
641,3891200
642,3891200
643,3891200
644,3891200
645,3891200
646,3891200
647,3891200
648,3891200
649,3891200
650,3891200
651,3891200
652,3891200
653,3891200
654,3891200
655,3891200
656,3891200
657,3891200
658,3891200
659,3891200
660,3891200
661,3891200
662,3891200
663,3891200
664,3891200
665,3891200
666,3891200
667,3891200
